volume_sold,2015_margin,2015_q1_sales,2016_q1_sales
10.705327051,45.8914772727,87839.45,19420.34
51.8006862745,255.153235294,445058.32,274752.6
5.88277871731,27.5122713672,127495.18,10315.35
6.68640645161,26.1030967742,23874.67,45252.42
5.83335488041,23.7416031028,21535.87,433832.28
45.5560956385,218.008349974,276096.18,74215.43
5.17260575296,21.5487817259,8506.79,78137.29
10.118018018,46.7007087087,49163.01,83915.72
51.6755374204,233.533188694,434110.57,372240.72
2.79463149728,11.9961176992,73789.38,148021.9
7.61169779853,38.8099733155,88006.84,31184.18
15.6976512739,105.035207006,117958.96,33324.36
50.2758932156,225.055138499,407738.79,32079.13
